54	S	2925	586
1299	w	1215	3876
710	O	4649	2123
3448	O	633	811
3136	C	3265	2181
4360	u	3684	3254
4567	f	3364	4239
2327	D	2113	808
286	E	1992	4370
202	b	400	414
3252	B	2303	1630
1884	R	2256	36
3700	D	2345	1044
2641	e	3821	2237
4437	X	1703	2211
4466	c	4444	3024
3379	e	8	1597
4230	V	3629	658
3191	c	787	563
922	z	208	2838
4895	f	200	871
267	g	3494	411
2433	o	4221	1297
1627	a	2282	2818
3337	W	725	3979
1982	m	2017	4836
4347	f	3404	4422
1748	w	4004	4036
3142	L	690	3592
2026	s	2040	3912
2320	N	745	2235
3110	U	3420	1723
2233	s	91	492
4230	E	2942	932
3904	B	1072	1436
2474	A	1376	2865
2431	J	4977	893
1527	F	1465	1070
359	A	384	1988
797	G	3419	3966
4278	C	4205	1629
2566	c	1482	660
1582	d	431	4007
369	e	3771	3525
1482	F	4019	4750
3345	F	1604	946
1959	D	1815	1702
1774	A	459	3479
2942	w	1988	3382
2534	w	1439	4922
1333	K	3799	3634
1158	l	1227	3265
2745	B	79	3139
723	f	882	3635
553	Z	2958	2673
2025	p	302	1974
1603	K	2827	2813
1930	a	4775	2977
4182	C	287	2936
2426	r	2905	2603
3778	s	3248	418
4411	W	3679	184
1249	Q	3195	3165
2440	M	250	564
755	Q	2791	1841
4098	v	2964	1358
2725	N	4018	331
98	N	3929	2391
4196	J	380	943
4317	v	4049	4553
1678	l	3970	2514
4105	w	1692	922
2584	C	4895	4034
3051	l	3569	1862
281	z	1644	4788
3883	o	3188	4545
3184	Q	4503	1866
4112	L	1597	2797
4574	P	3458	4875
2549	s	365	4451
3470	H	687	1614
1001	v	4132	418
2469	l	3232	3993
4460	j	3311	3155
331	E	2707	2343
4634	I	2030	4471
1529	Q	1303	2456
2939	b	1075	3333
3932	I	3989	1487
1860	x	1350	385
2296	Y	238	2951
3433	y	4359	1860
4246	A	2444	1086
3528	q	4962	4903
764	C	565	140
2346	h	4532	69
3407	n	4573	4946
3337	d	2071	1995
4785	V	4147	3295
691	f	2397	3090
3481	I	4520	4489
1276	a	2204	3164
1599	A	4495	2290
4075	p	3322	1843
2921	d	4040	619
1136	J	4738	4529
2145	v	876	2578
2973	n	1852	4490
3211	V	1371	4
3086	k	2656	2849
2148	h	623	1149
4300	g	2824	2528
651	J	141	3187
4621	x	659	2289
1328	O	869	4220
1684	M	4891	2507
1449	A	4095	1741
1025	c	2845	1038
2348	s	4355	872
1014	Z	978	3661
1153	f	3567	3971
3828	T	783	1849
366	W	3309	677
1186	t	1933	3692
22	U	2512	3761
4747	t	3889	1499
4733	j	4277	4170
3908	V	704	1155
1763	E	3771	3217
607	E	3755	2672
357	f	964	3005
1818	X	640	1131
2359	L	1682	1838
2700	r	713	4877
3889	o	149	1856
1845	F	2065	1769
626	M	4660	3844
21	e	179	3961
3585	c	3454	91
3428	Z	3322	2280
1431	d	476	632
3392	h	1549	2995
4143	D	340	3044
4217	j	1536	400
2795	j	578	4950
4586	j	4417	2322
2233	Y	3714	624
2945	W	4458	4335
299	Z	3413	2372
4063	f	164	4293
3530	P	1946	1193
1371	X	1451	4572
1374	B	1178	4754
2488	m	839	528
3713	f	2242	2541
2207	r	31	1260
1656	R	4240	2333
3035	K	774	1782
4916	g	1843	3161
234	H	2893	1673
847	H	232	1194
4467	W	3585	3594
3478	o	20	341
935	v	4730	3127
469	v	1314	2495
617	R	3268	1509
1573	D	84	3177
1425	Z	2874	436
1292	E	4198	294
434	F	4792	2870
1981	c	362	88
425	P	2777	2144
704	D	4257	3169
39	L	3633	4360
2366	E	2300	4036
1071	T	427	2586
3946	A	366	4566
644	C	3092	1768
918	h	3955	3064
2181	y	3442	3023
3774	h	466	4417
1541	K	434	2853
4229	r	475	1646
814	P	4835	2842
3659	F	1551	1613
3174	T	3990	2462
2711	A	777	1793
369	Q	2697	1409
2852	K	1832	303
1757	s	3903	2471
1208	v	337	631
3989	l	2293	1728
2560	C	4487	1752
4495	j	2319	2402
4946	K	338	4331
644	k	4098	4349
1669	k	1715	2832
2124	I	1953	3287
1931	X	3869	3989
235	p	4166	4451
244	O	3571	1049
2391	d	1513	397
1280	x	4338	1152
1556	Z	2489	3548
2064	k	263	601
560	K	757	967
585	h	2963	78
496	D	154	1001
3005	S	2452	3407
747	X	559	3752
1105	F	3213	2902
4215	h	3050	4323
3874	c	4212	2004
2534	p	1857	4947
2020	J	128	3946
70	R	1894	462
2983	F	4166	4443
1094	p	3674	2411
3223	Q	3057	2969
1922	H	1441	921
2884	m	2807	1566
2464	Q	3025	3504
3549	d	687	748
303	d	1064	3258
2605	q	2857	2444
898	b	2100	1609
3868	Z	4458	526
3224	N	826	1294
2063	Y	2200	2311
4901	Y	1202	576
2108	F	1042	1817
805	x	4460	4129
3277	o	3695	3791
278	b	3033	4359
2901	R	4808	219
2661	z	2558	2710
1498	t	2537	558
3540	p	2336	2358
317	W	4712	3971
4605	z	83	3273
2760	U	1804	327
4599	h	2840	2994
2755	A	2231	2457
4791	C	1785	4489
2348	A	1796	4408
4601	e	1345	3243
2308	N	4646	4361
3369	S	3011	3016
2563	v	4436	3560
2139	Q	4964	3810
1539	F	4280	2674
1946	Y	3272	1664
3058	L	3583	4471
686	g	4733	2715
4940	f	46	4304
2253	t	1648	3495
96	A	3352	964
2459	H	2019	39
2307	a	4816	176
3282	K	1049	4304
2365	i	538	3122
4917	b	1391	88
4828	H	2474	4777
2937	I	1724	2824
3568	O	56	3871
518	C	3687	241
2730	q	4588	3316
4833	T	356	3609
3555	n	2620	2451
1875	E	743	1208
556	V	1647	3717
1204	y	2353	1870
2829	U	513	2641
2987	H	802	736
3826	s	278	397
1292	N	200	4760
1671	s	2987	320
3078	f	3782	2865
2316	H	3032	1484
2495	j	3773	925
2630	b	4052	1109
4625	O	607	3880
4958	p	4232	2380
4706	z	3849	1478
4920	B	1801	4116
4168	k	2596	2598
3519	j	2222	3554
4171	T	1938	930
2122	m	337	3239
4204	L	4077	4393
3577	W	1456	4177
3689	m	62	1890
1268	h	4579	3792
2370	p	2834	785
2715	k	1284	1666
141	b	3882	3970
4245	n	510	4569
3032	m	4113	3231
3810	I	2556	2107
2121	h	994	4471
3931	m	1766	2669
2066	Y	341	4234
2228	k	4184	979
3758	N	1563	1599
3070	Q	2112	2266
2755	X	2042	3162
2593	f	453	1002
1148	w	4359	2512
3646	y	915	4307
3707	v	2894	446
2437	j	4120	3700
943	x	4102	3938
3545	O	4987	3660
2766	Q	4635	4613
2747	H	700	931
4888	b	227	2965
3748	t	2656	1790
4593	t	4408	4319
834	z	2034	73
845	Y	4957	2746
3702	d	2331	502
4885	l	2009	4322
1530	Z	3791	1907
2744	B	4736	3198
4161	k	4209	4085
4264	i	1863	19
2852	a	1238	3243
3590	Z	3100	4444
1617	s	1232	2414
4684	w	1463	3737
3335	Y	1082	3570
1023	c	3654	2803
648	Q	3289	4671
2776	U	4437	4178
4735	A	3814	3124
4682	F	1317	1834
1317	n	1511	4378
2054	n	92	3621
2339	w	4152	1367
2216	l	3933	3749
3055	q	3467	1194
4826	R	0	4480
1598	d	516	138
4045	V	1429	2449
3992	r	3988	868
3883	F	1025	1918
2399	j	1775	2552
1765	f	1692	4044
2918	I	3037	2310
78	I	4035	3724
2382	T	3007	600
1217	u	2673	2872
906	z	4946	857
3339	F	141	1347
25	l	4393	3817
4263	t	596	3471
1220	F	4613	663
654	K	4866	2595
1721	Y	1064	779
4387	Q	3311	2059
1602	G	1541	3664
2773	C	352	2486
3958	w	3050	2697
518	r	4430	1795
2099	e	1429	3049
4985	u	2154	3220
2725	E	2044	3751
3709	y	3852	184
4676	t	1481	487
680	p	1740	172
762	b	714	4976
927	f	1166	3692
535	u	2520	2157
4659	g	1869	1
82	j	4719	4203
1169	d	4905	1813
3647	o	3746	3041
1410	B	4867	3351
3682	D	430	4106
847	b	2773	3128
2195	u	3154	138
4881	d	3595	1767
2589	K	2301	4098
3192	A	3302	3639
3439	q	1317	2587
2358	C	201	2990
1498	E	4009	662
532	S	949	4565
1348	I	1229	3924
1246	o	2283	3262
3596	A	2619	4132
4324	I	233	652
2167	z	1592	4211
2073	D	1041	1360
4963	g	4299	1120
3223	B	648	1585
1121	w	4121	1797
907	h	2684	2769
3999	M	709	4679
1005	E	1771	2401
1116	u	2803	3294
1114	l	3	828
340	x	3819	3305
34	H	1045	1052
556	z	1173	4277
4090	M	2842	1425
4585	o	3854	2967
645	M	3974	418
4606	T	4592	3011
7	s	4305	1810
4880	Q	91	2002
1391	J	4238	3593
2370	L	212	3685
2	z	1859	2378
4967	e	1570	2605
707	j	3659	4928
2912	q	2152	2604
1689	a	2027	3321
1919	x	4740	691
2202	o	3323	3565
4549	w	2454	3359
2868	B	2096	3483
2064	u	2732	3129
2151	T	1350	3592
458	I	3329	49
4569	A	142	1249
3842	T	3111	3970
4274	f	3649	2759
1817	V	3459	3739
3060	B	665	3610
3159	r	4607	3435
2415	l	3596	2659
3409	O	15	2607
1484	n	3938	3274
42	B	3609	539
4039	r	2728	2294
3644	J	4026	2361
1460	A	1917	1142
1677	F	2861	4845
4434	L	4906	1715
1075	A	786	981
2612	f	2091	578
3447	i	1730	3485
3822	U	2470	3364
182	O	66	2785
287	L	4786	3600
57	i	2269	2451
734	f	1500	2284
772	U	1097	3315
950	p	4210	1669
2188	p	52	2802
1160	I	43	4158
1865	f	3947	3211
4533	a	4470	2231
251	V	3540	874
4025	v	4469	4723
3393	u	2949	3123
3611	C	3862	681
1609	f	419	2132
2218	V	1409	350
2986	f	2126	2576
3914	f	2301	1192
198	g	2071	2949
2411	U	3085	4287
4242	n	3540	2840
4830	o	879	2132
1279	H	1381	3161
2960	D	3691	2459
2373	A	1037	857
2147	b	896	2971
1917	i	3052	2585
1407	g	4905	2888
385	R	4053	799
797	g	2146	1891
1109	A	1806	3754
3620	z	1725	4489
2902	j	340	880
1126	I	3073	4664
1138	Q	721	571
406	r	1360	4931
328	I	2193	3621
355	U	741	1925
4167	p	4226	3792
2439	E	322	2732
4896	V	4738	2022
4591	U	4610	2427
4802	z	3006	4314
1604	R	1254	4901
2591	l	4401	521
131	Y	502	1892
4723	R	1738	2064
4100	V	2962	4785
3679	y	1145	3232
918	x	2785	2323
4721	n	1644	4503
1918	O	2200	3940
1886	v	4440	3616
3572	I	853	848
3824	R	1265	3091
1111	r	3135	4090
1960	U	1499	3031
2152	j	600	1033
2615	G	2031	365
75	N	3505	458
2436	D	4232	2848
2348	q	4391	1044
2284	Z	3371	4592
2605	B	2035	3641
4137	b	4958	2248
4582	G	642	610
3734	i	546	3442
888	K	2399	864
3389	b	3230	4556
1607	q	1015	317
854	x	4242	4846
3922	G	1635	1853
1217	j	1719	3475
1789	e	4338	3918
2671	W	757	4425
2159	L	2126	1291
1719	e	2488	2590
1028	v	669	2366
3961	t	3865	4423
3659	i	1269	3731
2687	B	4667	395
4161	s	3984	3311
3813	Y	1414	916
4965	z	3707	4576
1252	b	376	1072
3840	M	436	1976
2157	i	3272	25
40	T	940	4255
4342	C	888	4095
4384	n	3786	2025
4349	R	3177	3817
2192	a	1370	1020
4466	D	2503	344
4760	f	3535	3252
2020	H	107	1278
92	V	3450	1978
1091	B	4171	2561
4545	v	23	2113
2844	n	1142	926
3028	i	4590	1520
283	l	4506	2115
1852	b	4553	41
309	v	4791	1004
4371	s	1717	788
135	O	2657	740
2475	M	4948	2285
2621	f	815	4318
2959	j	4984	4316
3127	z	1069	3835
1033	M	2911	119
962	r	4511	1340
840	k	734	1543
994	L	3981	1646
112	f	3584	321
2700	J	2322	2376
3756	G	229	1249
2858	x	4989	490
1265	t	3915	1010
4429	Q	1074	2256
188	d	1198	216
3347	w	3414	4238
4892	r	2648	2774
4552	W	302	815
1564	F	1296	2844
1214	D	4978	4842
4675	v	129	4252
4884	P	2978	107
4856	S	2137	3525
1574	v	3010	735
4151	F	1740	3527
4276	S	3918	2037
1694	R	296	1369
1460	l	3833	4525
615	L	1836	237
4820	h	2582	1801
1308	c	4248	3706
123	e	3256	3115
2275	O	39	449
2335	F	4142	4647
3715	k	2269	1822
2337	f	3711	2066
2112	z	2428	1299
482	I	1181	1518
4944	Y	745	2867
3891	y	1146	4859
4226	C	1406	3718
236	c	1605	739
2828	N	3489	2915
1099	P	1007	3755
2811	n	4826	2138
3905	Q	798	4503
71	V	1469	1357
1960	u	3646	4274
4640	y	2204	4986
1041	n	144	137
2858	D	4037	782
2827	Y	4476	3392
1921	G	2780	3476
2980	z	4089	360
2078	B	18	2865
1350	q	4856	3776
931	p	1536	4331
2944	F	4653	4817
1071	C	4999	3910
3113	X	4468	3096
3306	S	3373	3649
3550	X	1517	764
1494	P	2880	4999
1236	J	935	3511
4779	T	3137	153
164	L	528	2323
1199	z	3724	3964
983	M	2756	252
2020	G	1632	1770
3897	n	2176	3136
1817	N	1424	47
3730	K	3546	2201
4497	q	892	489
743	V	4567	2666
833	l	2065	3499
2781	a	1665	4493
4913	g	2945	3844
855	Z	6	4440
2708	s	4367	1146
3988	E	4178	761
3010	c	3521	1598
254	H	2049	4356
4003	u	987	169
1508	Z	4849	2902
3483	q	4687	3104
3106	f	993	399
4532	C	3683	1522
1466	w	54	4897
4974	e	3978	3398
4582	D	1549	779
4428	p	2273	598
1038	W	3110	1224
4289	u	2063	1325
597	Y	1970	3126
550	H	3942	2970
2349	Y	4154	3499
4590	g	2502	983
3420	j	570	2353
273	K	3808	370
3858	O	3448	2176
4622	R	1625	681
4571	O	3480	3668
2430	o	4891	3362
499	m	1538	4634
1076	c	4157	1782
1728	E	3787	2304
2263	P	3265	3508
97	f	1783	2157
4741	A	2701	4883
1894	j	1666	3957
912	f	42	91
4428	D	4195	3727
1678	H	3768	2233
4925	c	1054	4562
3908	R	643	1119
3692	I	2874	3811
248	l	788	882
2130	f	688	1060
3282	i	4485	4959
3041	S	4663	3611
4689	j	1090	1578
2985	v	4327	2895
4167	e	1211	4479
1995	z	3859	105
2893	I	1707	2541
4330	C	2721	4144
3667	M	32	4870
938	O	3723	3049
4677	X	1992	4795
3227	s	4407	1243
2389	H	2747	2651
2194	y	298	2317
2800	O	3634	3371
4062	b	2571	613
2005	n	1932	4996
3292	r	4843	3446
573	y	4943	566
1490	c	3831	1703
4353	h	2037	2626
1990	Y	2863	656
58	y	1719	4282
607	s	2229	3286
4517	d	1818	2475
3638	s	4377	386
3375	F	290	2575
4364	k	3074	3521
2965	e	3720	2114
579	q	1517	583
4316	R	1067	4633
294	r	784	4923
4747	n	1161	4566
588	f	1543	76
462	v	2889	22
3859	G	3183	688
2883	h	3474	720
4354	w	1874	3728
4711	x	455	4399
1707	J	4386	1442
2487	g	1539	4259
1302	k	1124	2273
4813	E	2595	3607
3458	Y	2425	2462
3892	T	1040	3942
3051	u	3639	4417
1625	h	2362	4803
3903	R	3218	994
884	Q	4862	4291
2616	g	3562	1833
2915	H	100	1225
1844	v	3214	4962
1577	b	3219	1502
3151	d	558	3523
4969	e	2543	2065
2576	i	2159	3004
3802	l	3186	2490
409	u	4492	2212
1626	w	1885	368
1741	D	3530	2106
4934	i	3249	1530
1103	r	4934	2522
2902	c	3365	431
36	Z	4510	3836
498	g	1065	1143
1441	w	3586	3561
4590	h	332	1145
3813	i	4508	417
1140	L	1005	277
2740	b	2044	3416
151	U	604	4329
2590	a	16	1891
3428	l	3625	455
561	D	3720	957
2112	H	4224	4842
4093	p	1235	1929
1970	s	1838	1093
1788	i	3144	596
4755	q	1303	2631
4894	z	1817	1690
2521	y	218	2310
2846	c	4213	2721
2325	k	3420	2385
998	u	3516	2214
912	x	588	1456
4607	e	4029	4179
383	C	920	4838
3957	o	3575	1800
3530	p	3573	973
407	P	1936	583
3067	L	1436	838
2090	a	512	2538
4840	N	1264	3404
464	j	2641	2783
2596	y	4890	973
1764	a	3485	2320
637	y	2165	1401
3686	l	3649	2781
1245	M	2264	3886
4837	H	1058	2630
4460	x	4774	2794
858	D	4360	1607
1555	Q	1284	3725
3167	C	2720	578
2233	b	2826	3562
3221	t	1271	3468
2831	q	3067	2618
2635	x	4194	911
3191	N	4920	642
1675	q	1436	4305
1585	G	1918	878
3547	w	88	3375
4086	x	3728	3219
3438	c	3467	4697
3507	z	2194	4538
4464	W	2496	4416
4848	u	3612	2059
2636	s	2451	1646
3574	j	981	1899
3333	L	1041	203
895	c	4829	4079
1736	r	1329	704
2994	l	613	1481
2950	O	749	252
1367	I	3447	1330
2730	d	4111	152
557	w	1174	531
4674	X	1338	3904
2642	z	54	2554
4726	Z	2091	2896
1583	j	2334	1085
1761	s	1552	3581
2118	f	4771	2982
533	s	2832	4206
3578	y	2890	4689
4131	z	3339	2788
781	Z	613	2274
3154	e	4629	3431
605	b	3051	4078
1238	P	2479	627
4710	q	26	3615
3931	n	4121	2399
52	k	3610	3186
4246	x	4924	3812
4885	Q	3763	4663
4705	T	1627	3761
2068	F	3234	4299
4319	B	833	2044
871	a	141	4137
148	a	3599	3800
379	W	2336	756
3967	e	1402	855
1576	i	4644	2
3471	l	143	3666
3359	Q	510	943
1115	H	829	1133
1478	M	3425	4613
2057	A	4475	4767
3300	D	885	2714
1937	T	1372	2672
365	g	3785	627
1604	E	2313	2773
1761	j	4480	4671
4411	q	1781	2065
3422	L	3000	4620
4823	h	2825	2205
1501	w	594	4682
4368	G	4814	4669
715	d	963	3091
1558	T	871	3792
4675	K	88	2308
799	J	241	3501
397	Z	833	1081
1327	B	1226	175
201	H	2314	343
2608	D	120	3064
2150	E	3794	49
3718	A	3729	321
